pokedex_number,name,generation,is_legendary,type_number,type_1,type_2,height_m,weight_kg,ability_1,ability_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,base_friendship,egg_type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,Evolution,form,base_name
441,Chatot,4,0,2,Normal,Flying,0.5,1.9,Keen Eye,Tangled Feet,411.0,76.0,65.0,45.0,92.0,42.0,91.0,35.0,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,
442,Spiritomb,4,0,2,Ghost,Dark,1.0,108.0,Pressure,,485.0,50.0,92.0,108.0,92.0,108.0,35.0,70.0,Amorphous,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,base,
443,Gible,4,0,2,Dragon,Ground,0.7,20.5,Sand Veil,,300.0,58.0,70.0,45.0,40.0,45.0,42.0,70.0,Dragon,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,base,
444,Gabite,4,0,2,Dragon,Ground,1.4,56.0,Sand Veil,,410.0,68.0,90.0,65.0,50.0,55.0,82.0,70.0,Dragon,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,base,
445,Garchomp,4,0,2,Dragon,Ground,1.9,95.0,Sand Veil,,600.0,108.0,130.0,95.0,80.0,85.0,102.0,70.0,Dragon,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,base,
445,Mega Garchomp,4,0,2,Dragon,Ground,1.9,95.0,Sand Force,,700.0,108.0,170.0,115.0,120.0,95.0,92.0,70.0,Dragon,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,,mega,Garchomp
446,Munchlax,4,0,1,Normal,,0.6,105.0,Pickup,Thick Fat,390.0,135.0,85.0,40.0,40.0,85.0,5.0,70.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
447,Riolu,4,0,1,Fighting,,0.7,20.2,Steadfast,Inner Focus,285.0,40.0,70.0,40.0,35.0,40.0,60.0,70.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
448,Lucario,4,0,2,Fighting,Steel,1.2,54.0,Steadfast,Inner Focus,525.0,70.0,110.0,70.0,115.0,70.0,90.0,70.0,Field,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,,base,
448,Mega Lucario,4,0,2,Fighting,Steel,1.3,57.5,Adaptability,,625.0,70.0,145.0,88.0,140.0,70.0,112.0,70.0,Field,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,,mega,Lucario
449,Hippopotas,4,0,1,Ground,,0.8,49.5,Sand Stream,,330.0,68.0,72.0,78.0,38.0,42.0,32.0,70.0,Field,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,base,
450,Hippowdon,4,0,1,Ground,,2.0,300.0,Sand Stream,,525.0,108.0,112.0,118.0,68.0,72.0,47.0,70.0,Field,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,base,
451,Skorupi,4,0,2,Poison,Bug,0.8,12.0,Battle Armor,Sniper,330.0,40.0,50.0,90.0,30.0,55.0,65.0,70.0,Bug,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,base,
452,Drapion,4,0,2,Poison,Dark,1.3,61.5,Battle Armor,Sniper,500.0,70.0,90.0,110.0,60.0,75.0,95.0,70.0,Bug,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,base,
453,Croagunk,4,0,2,Poison,Fighting,0.7,23.0,Anticipation,Dry Skin,300.0,48.0,61.0,40.0,61.0,40.0,50.0,100.0,Human-Like,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,,base,
454,Toxicroak,4,0,2,Poison,Fighting,1.3,44.4,Anticipation,Dry Skin,490.0,83.0,106.0,65.0,86.0,65.0,85.0,70.0,Human-Like,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,,base,
455,Carnivine,4,0,1,Grass,,1.4,27.0,Levitate,,454.0,74.0,100.0,72.0,90.0,72.0,46.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
456,Finneon,4,0,1,Water,,0.4,7.0,Swift Swim,Storm Drain,330.0,49.0,49.0,56.0,49.0,61.0,66.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
457,Lumineon,4,0,1,Water,,1.2,24.0,Swift Swim,Storm Drain,460.0,69.0,69.0,76.0,69.0,86.0,91.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
458,Mantyke,4,0,2,Water,Flying,1.0,65.0,Swift Swim,Water Absorb,345.0,45.0,20.0,50.0,60.0,120.0,50.0,70.0,Undiscovered,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,base,
459,Snover,4,0,2,Grass,Ice,1.0,50.5,Snow Warning,,334.0,60.0,62.0,50.0,62.0,60.0,40.0,70.0,Grass,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
460,Abomasnow,4,0,2,Grass,Ice,2.2,135.5,Snow Warning,,494.0,90.0,92.0,75.0,92.0,85.0,60.0,70.0,Grass,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
460,Mega Abomasnow,4,0,2,Grass,Ice,2.7,185.0,Snow Warning,,594.0,90.0,132.0,105.0,132.0,105.0,30.0,70.0,Grass,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,mega,Abomasnow
461,Weavile,4,0,2,Dark,Ice,1.1,34.0,Pressure,,510.0,70.0,120.0,65.0,45.0,85.0,125.0,35.0,Field,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,,base,
462,Magnezone,4,0,2,Electric,Steel,1.2,180.0,Magnet Pull,Sturdy,535.0,70.0,70.0,115.0,130.0,90.0,60.0,70.0,Mineral,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,,base,
463,Lickilicky,4,0,1,Normal,,1.7,140.0,Own Tempo,Oblivious,515.0,110.0,85.0,95.0,80.0,95.0,50.0,70.0,Monster,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
464,Rhyperior,4,0,2,Ground,Rock,2.4,282.8,Lightning Rod,Solid Rock,535.0,115.0,140.0,130.0,55.0,55.0,40.0,70.0,Field,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,,base,
465,Tangrowth,4,0,1,Grass,,2.0,128.6,Chlorophyll,Leaf Guard,535.0,100.0,100.0,125.0,110.0,50.0,50.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
466,Electivire,4,0,1,Electric,,1.8,138.6,Motor Drive,,540.0,75.0,123.0,67.0,95.0,85.0,95.0,70.0,Human-Like,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
467,Magmortar,4,0,1,Fire,,1.6,68.0,Flame Body,,540.0,75.0,95.0,67.0,125.0,95.0,83.0,70.0,Human-Like,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
468,Togekiss,4,0,2,Fairy,Flying,1.5,38.0,Hustle,Serene Grace,545.0,85.0,50.0,95.0,120.0,115.0,80.0,70.0,Fairy,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,,base,
469,Yanmega,4,0,2,Bug,Flying,1.9,51.5,Speed Boost,Tinted Lens,515.0,86.0,76.0,86.0,116.0,56.0,95.0,70.0,Bug,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,base,
470,Leafeon,4,0,1,Grass,,1.0,25.5,Leaf Guard,,525.0,65.0,110.0,130.0,60.0,65.0,95.0,35.0,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
471,Glaceon,4,0,1,Ice,,0.8,25.9,Snow Cloak,,525.0,65.0,60.0,110.0,130.0,95.0,65.0,35.0,Field,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,base,
472,Gliscor,4,0,2,Ground,Flying,2.0,42.5,Hyper Cutter,Sand Veil,510.0,75.0,95.0,125.0,45.0,75.0,95.0,70.0,Bug,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,base,
473,Mamoswine,4,0,2,Ice,Ground,2.5,291.0,Oblivious,Snow Cloak,530.0,110.0,130.0,80.0,70.0,60.0,80.0,70.0,Field,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,base,
474,Porygon-Z,4,0,1,Normal,,0.9,34.0,Adaptability,Download,535.0,85.0,80.0,70.0,135.0,75.0,90.0,70.0,Mineral,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
475,Gallade,4,0,2,Psychic,Fighting,1.6,52.0,Steadfast,,518.0,68.0,125.0,65.0,65.0,115.0,80.0,35.0,Amorphous,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,,base,
475,Mega Gallade,4,0,2,Psychic,Fighting,1.6,56.4,Inner Focus,,618.0,68.0,165.0,95.0,65.0,115.0,110.0,35.0,Amorphous,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,,mega,Gallade
476,Probopass,4,0,2,Rock,Steel,1.4,340.0,Sturdy,Magnet Pull,525.0,60.0,55.0,145.0,75.0,150.0,40.0,70.0,Mineral,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,,base,
477,Dusknoir,4,0,1,Ghost,,2.2,106.6,Pressure,,525.0,45.0,100.0,135.0,65.0,135.0,45.0,35.0,Amorphous,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,,base,
478,Froslass,4,0,2,Ice,Ghost,1.3,26.6,Snow Cloak,,480.0,70.0,80.0,70.0,80.0,70.0,110.0,70.0,Fairy,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,,base,
479,Rotom,4,0,2,Electric,Ghost,0.3,0.3,Levitate,,440.0,50.0,50.0,77.0,95.0,77.0,91.0,70.0,Amorphous,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,,base,
479,Heat Rotom,4,0,2,Electric,Fire,0.3,0.3,Levitate,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,70.0,Amorphous,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,,base,
479,Wash Rotom,4,0,2,Electric,Water,0.3,0.3,Levitate,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,70.0,Amorphous,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,base,
479,Frost Rotom,4,0,2,Electric,Ice,0.3,0.3,Levitate,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,70.0,Amorphous,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
479,Fan Rotom,4,0,2,Electric,Flying,0.3,0.3,Levitate,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,70.0,Amorphous,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,base,
479,Mow Rotom,4,0,2,Electric,Grass,0.3,0.3,Levitate,,520.0,50.0,65.0,107.0,105.0,107.0,86.0,70.0,Amorphous,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
480,Uxie,4,0,1,Psychic,,0.3,0.3,Levitate,,580.0,75.0,75.0,130.0,75.0,130.0,95.0,140.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
481,Mesprit,4,0,1,Psychic,,0.3,0.3,Levitate,,580.0,80.0,105.0,105.0,105.0,105.0,80.0,140.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
482,Azelf,4,0,1,Psychic,,0.3,0.3,Levitate,,580.0,75.0,125.0,70.0,125.0,70.0,115.0,140.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
483,Dialga,4,1,2,Steel,Dragon,5.4,683.0,Pressure,,680.0,100.0,120.0,120.0,150.0,100.0,90.0,0.0,Undiscovered,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,,base,
484,Palkia,4,1,2,Water,Dragon,4.2,336.0,Pressure,,680.0,90.0,120.0,100.0,150.0,120.0,100.0,0.0,Undiscovered,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,,base,
485,Heatran,4,0,2,Fire,Steel,1.7,430.0,Flash Fire,,600.0,91.0,90.0,106.0,130.0,106.0,77.0,100.0,Undiscovered,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,,base,
486,Regigigas,4,0,1,Normal,,3.7,420.0,Slow Start,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
487,Giratina Altered Forme,4,1,2,Ghost,Dragon,4.5,750.0,Pressure,,680.0,150.0,100.0,120.0,100.0,120.0,90.0,0.0,Undiscovered,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,,base,
487,Giratina Origin Forme,4,1,2,Ghost,Dragon,6.9,650.0,Levitate,,680.0,150.0,120.0,100.0,120.0,100.0,90.0,0.0,Undiscovered,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,,base,
488,Cresselia,4,0,1,Psychic,,1.5,85.6,Levitate,,600.0,120.0,70.0,120.0,75.0,130.0,85.0,100.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
489,Phione,4,0,1,Water,,0.4,3.1,Hydration,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,70.0,Fairy,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
490,Manaphy,4,0,1,Water,,0.3,1.4,Hydration,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,Fairy,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
491,Darkrai,4,0,1,Dark,,1.5,50.5,Bad Dreams,,600.0,70.0,90.0,90.0,135.0,90.0,125.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,base,
492,Shaymin Land Forme,4,0,1,Grass,,0.2,2.1,Natural Cure,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Undiscovered,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
492,Shaymin Sky Forme,4,0,2,Grass,Flying,0.4,5.2,Serene Grace,,600.0,100.0,103.0,75.0,120.0,75.0,127.0,100.0,Undiscovered,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
493,Arceus,4,0,1,Normal,,3.2,320.0,Multitype,,720.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,Undiscovered,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
494,Victini,5,0,2,Psychic,Fire,0.4,4.0,Victory Star,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Undiscovered,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,,base,
495,Snivy,5,0,1,Grass,,0.6,8.1,Overgrow,,308.0,45.0,45.0,55.0,45.0,55.0,63.0,70.0,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
496,Servine,5,0,1,Grass,,0.8,16.0,Overgrow,,413.0,60.0,60.0,75.0,60.0,75.0,83.0,70.0,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
497,Serperior,5,0,1,Grass,,3.3,63.0,Overgrow,,528.0,75.0,75.0,95.0,75.0,95.0,113.0,70.0,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
498,Tepig,5,0,1,Fire,,0.5,9.9,Blaze,,308.0,65.0,63.0,45.0,45.0,45.0,45.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
499,Pignite,5,0,2,Fire,Fighting,1.0,55.5,Blaze,,418.0,90.0,93.0,55.0,70.0,55.0,55.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,,base,
500,Emboar,5,0,2,Fire,Fighting,1.6,150.0,Blaze,,528.0,110.0,123.0,65.0,100.0,65.0,65.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,,base,
501,Oshawott,5,0,1,Water,,0.5,5.9,Torrent,,308.0,55.0,55.0,45.0,63.0,45.0,45.0,70.0,Field,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
502,Dewott,5,0,1,Water,,0.8,24.5,Torrent,,413.0,75.0,75.0,60.0,83.0,60.0,60.0,70.0,Field,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
503,Samurott,5,0,1,Water,,1.5,94.6,Torrent,,528.0,95.0,100.0,85.0,108.0,70.0,70.0,70.0,Field,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
504,Patrat,5,0,1,Normal,,0.5,11.6,Run Away,Keen Eye,255.0,45.0,55.0,39.0,35.0,39.0,42.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
505,Watchog,5,0,1,Normal,,1.1,27.0,Illuminate,Keen Eye,420.0,60.0,85.0,69.0,60.0,69.0,77.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
506,Lillipup,5,0,1,Normal,,0.4,4.1,Vital Spirit,Pickup,275.0,45.0,60.0,45.0,25.0,45.0,55.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
507,Herdier,5,0,1,Normal,,0.9,14.7,Intimidate,Sand Rush,370.0,65.0,80.0,65.0,35.0,65.0,60.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
508,Stoutland,5,0,1,Normal,,1.2,61.0,Intimidate,Sand Rush,500.0,85.0,110.0,90.0,45.0,90.0,80.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
509,Purrloin,5,0,1,Dark,,0.4,10.1,Limber,Unburden,281.0,41.0,50.0,37.0,50.0,37.0,66.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,base,
510,Liepard,5,0,1,Dark,,1.1,37.5,Limber,Unburden,446.0,64.0,88.0,50.0,88.0,50.0,106.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,,base,
511,Pansage,5,0,1,Grass,,0.6,10.5,Gluttony,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,70.0,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
512,Simisage,5,0,1,Grass,,1.1,30.5,Gluttony,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,70.0,Field,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
513,Pansear,5,0,1,Fire,,0.6,11.0,Gluttony,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
514,Simisear,5,0,1,Fire,,1.0,28.0,Gluttony,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
515,Panpour,5,0,1,Water,,0.6,13.5,Gluttony,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,70.0,Field,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
516,Simipour,5,0,1,Water,,1.0,29.0,Gluttony,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,70.0,Field,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
517,Munna,5,0,1,Psychic,,0.6,23.3,Forewarn,Synchronize,292.0,76.0,25.0,45.0,67.0,55.0,24.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
518,Musharna,5,0,1,Psychic,,1.1,60.5,Forewarn,Synchronize,487.0,116.0,55.0,85.0,107.0,95.0,29.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
519,Pidove,5,0,2,Normal,Flying,0.3,2.1,Big Pecks,Super Luck,264.0,50.0,55.0,50.0,36.0,30.0,43.0,70.0,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,
520,Tranquill,5,0,2,Normal,Flying,0.6,15.0,Big Pecks,Super Luck,358.0,62.0,77.0,62.0,50.0,42.0,65.0,70.0,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,
